LEMMA,TAG,PRECEDING,CONSTRUCTION,FOLLOWING,CONSTRUCTION_NAME,CONSTRUCTION_DETAILS,PERSONAL_NAME,ANIMACY (PSR),ANIMACY (PSE),ALIENABILITY,POSSESSIVE (?),,Word order,,,
maður,nkfe,örlæti hans né meinlætum því að nakkvað bar þess til jafnan af tilstilli góðra,manna,að hann fékk því haldið er hann hafði upp tekið,gen,na,,,,,,,,,,
lið,nheþ,af,liði,Sigurðar og svo af Inga liði en fjórir menn af Gregoríus liði og svo þeir er með hvorigum voru og urðu þeir fyrir skotum á bryggjum niðri eða á skipum úti,pre-dat,af,,,,,,,,,,
hús,nheþg,En er menn höfðu sofið svefn kemur bylur á hurð og svo mikill að þegar tekur af skálanum þakið öðrum megin og hver að öðrum þar til er allt er þakið af,húsinu,,pre-dat,af,,,,,,,,,,
dagur,nkfþ,því að eg hygg að á ekki kaupskip hafi komið jafnmikið fé á vorum,dögum,,pre-dat,á,,,,,,,,,,
fé,nhee,Þeir Gauti unnu skjótt fjögur kaupskipin og létu enga menn en fengu óf,fjár,en hið fimmta skip komst á haf undan og komu þeir segli við,gen,r,,,,,,,,,,
land,nhee,Síðan kastar hann sér til sunds og leggst til,lands,,pre-gen,til,,,,,,,,,,
þórdísur,nvee-s,Þorgeir hét frændi,Þórdísar,er hún hafði upp fætt og fóstrað,gen,ar,+PN,,,,,,,,,
maður,nkfe,Þetta sumar milli Ólafsmessna þá er Gissur ætlaði utan riðu þeir Hrafn og Eyjólfur vestan frá Sauðafelli með sjö tigu,manna,,gen,na,,,,,,,,,,
hlutur,nkfe,« Það legg eg til ráðs með þér að þú sýnir meira manndóm héðan af Þorvaldi syni þínum en þú hefir gert hér til því að eg sé það með sannindum að fyrir margra,hluta,sakir mun hann verða ágætari en allir aðrir þínir frændur,gen,a,,,,,,,,,,
maður,nkfe,Þær þrennar tylftir,manna,skyldu þar dæma um mál öll,gen,na,,,,,,,,,,
konungur,nkee,Þeir voru hirðmenn Ólafs,konungs,,gen,s,,,,,,,,,,
sumar,nheþ,Sæmundur kvað þá þar skiljast mundu og finnast þar að,sumri,með vináttu,pre-dat,að,,,,,,,,,,
konungur,nkee,Og er Halldóri kom sjá orðsending,konungs,þá er sagt að hann skyti því orði við í fyrstu,gen,s,,,,,,,,,,
skip,nhfe,Ingi konungur stóð upp og sagði mönnum frá hvað hann hafði spurt hvernug bræður hans vildu við hann,skipa,og bað sér liðs en alþýða manna gerði góðan róm að máli hans og létust honum vilja fylgja,gen,a,,,,,,,,,,
konungur,nkeeg,Kapella var fyrst ger og þar sett altarið sem verið hafði leiðið,konungsins,en nú stendur í þeim stað Kristskirkja,gen,DEF-ins,,,,,,,,,,
bóndi,nkee,Steingríms,bónda,og Símonar,gen,a,,,,,,,,,,
skip,nhee,En um morguninn er ljóst var orðið gekk Þórir ofan til,skips,og nokkurir menn með honum,pre-gen,til,,,,,,,,,,
leið,nveþ,« Eigi hefir mitt ráð vel gefist » og fara síðan í burt frá bænum og ofan á,leið,til skipa og var þar hrísótt er þeir fóru,pre-dat,á,,,,,,,,,,
ráð,nhfþ,« Nú skulum vér fara að,ráðum,við þá,pre-dat,að,,,,,,,,,,
hönd,nvfe,Hann bað Þuríðar dóttur Hallsteins goða til,handa,Ketilbirni fóstbróður sínum og fékk þann kost og gerði bú í Tungu í Króksfirði en stundum var hann með Þóri,pre-gen,til,,,,,,,,,,
maður,nkee,Það mun mælt Þorvarður að Þorgils hafi unnið til þess við þig þótt hann ráði eins,manns,sætt,pre-gen,til,,,,,,,,,,
bróðir,nkfþ,» Síðan hratt hann þeim frá,bræðrum,sínum og Kára mági sínum og óð fram að Þorkatli,pre-dat,frá,,,,,,,,,,
maður,nkfe,« Helsti marga hefi eg nú ráðið því að miklu fleiri koma nú til mín og beiða fars en eg megi öllum veita og veita menn mér mikinn atgang að drjúgum eru brotin hús til mín svo að hvorki nótt né dag hefi eg ró fyrir ákallsi,manna,hér um,pre-gen,til,,,,,,,,,,
leið,nveþg,Nú fer hann austan eftir jól og hittast þeir biskupsefni á,leiðinni,er hann fer heim norður og fer Sigurður fyrir skjótara norður til Hóla,pre-dat,á,,,,,,,,,,
maður,nkfe,Var þá í Danmörk her mikill útlendra,manna,,gen,na,,,,,,,,,,
bú,nhee,Kemur hann heim í Tungu til,bús,síns og unir stórilla sínum hlut,pre-gen,til,,,,,,,,,,
maður,nkee,lends,manns,þess er fyrr er getið,gen,s,,,,,,,,,,
maður,nkfe,mikill og sterkur og,manna,vænstur að sjá,gen,na,,,,,,,,,,
bak,nheþ,og þegar hann kemur eftir þeim hljóp Haukur af,baki,og lagði til Arnkels með spjóti,pre-dat,af,,,,,,,,,,
faðir,nkee,að fara eigi ráðum,föður,míns fram,gen,ur,,,,,,,,,,
bróðir,nkfe,En eigi langan tíma upp frá þessu tók Þorsteinn sótt og andaðist og þó að fyrr segi líflát Þorsteins þá lést Jökull fyrstur þeirra,bræðra,en Þórir lifði lengst,gen,a,,,,,,,,,,
maður,nkfe,Þeir voru á karfanum nærri þrír tigir,manna,,gen,na,,,,,,,,,,
faðir,nkee,« Lofa muntu mér að eg gangi inn til,föður,þíns,pre-gen,til,,,,,,,,,,
faðir,nkee,,föður,Einars,gen,ur,,,,,,,,,,
dagur,nkee,» Síðan bjóst Þorsteinn og fór til Gautlands og hélt svo til að hann kom til heimilis jarls snemma,dags,,pre-gen,til,,,,,,,,,,
hönd,nvfþ,Jarlinn segir að hann hefði af,höndum,greitt allan skatt og fengið í hendur sendimönnum konungs « en eigi veit eg hvað þeir hafa síðan við gert,pre-dat,af,,,,,,,,,,
nótt,nvfe,Hefi eg nú beint fyrir yður því að margir eru skipverjar þínir að bana komnir og enn muntu höfn taka á sjö,nótta,fresti ef þú vilt mig aðhyllast,gen,a,,,,,,,,,,
konungur,nkee,« til Ólafs,konungs,,pre-gen,til,,,,,,,,,,
maður,nkfe,Fer Hallfreður til sinna,manna,og varð þar fagnafundur,pre-gen,til,,,,,,,,,,
frændi,nkfe,« að ferð sú hin fyrri er þú fórst suður í land varð hin svívirðlegsta og stóð sú til nokkurrar umbótar en þessi för er bæði þín skömm og,frænda,þinna ef það skal framgengt verða að þú gerist konungsþræll og jafningi hins versta manns,pre-gen,til,,,,,,,,,,
konungur,nkee,Eiríkur konungur réð einn vetur fyrir Noregi eftir andlát föður síns Haralds,konungs,áður Hákon Aðalsteinsfóstri,gen,s,,,,,,,,,,
faðir,nkee,Og víst ætla eg yður til þess betur fellda að þér væruð dætur,föður,yðvars og væruð giftar,pre-gen,til,,,,,,,,,,
tíðindi,nhfe,Þeir voru þá með konungi er þetta var,tíðinda,,gen,a,,,,,,,,,,
konungur,nkee,systurson Magnúss,konungs,berfætts,gen,s,,,,,,,,,,
þing,nheeg,Þá stefndi Geitir Brodd-Helga um fé Höllu til Sunnudalsþings og fjölmennti hvorutveggi mjög til,þingsins,og varð Helgi fjölmennari en Geitir hafði mannval betra,pre-gen,til,,,,,,,,,,
faðir,nkee,,föður,Þorvarðs og Ara,gen,ur,,,,,,,,,,
eyjólfur,nkee-s,Nú sendi eg þig til,Eyjólfs,vinar míns og mun hann vel við þig gera,pre-gen,til,+PN,,,,,,,,,
skip,nhee,Og nú urðu menn sárir mjög og komust þeir Kolbeinn til,skips,með þrjá sína menn vegna og fóru síðan yfir Einarsfjörð til Skjálgsbúða,pre-gen,til,,,,,,,,,,
hestur,nkfþg,Var þeirra leita farið og fundust þeir báðir dauðir og lamið höfuð á báðum en ekki vopn höfðu þeir nema bitlana af,hestunum,og það hyggja menn að þeir hafi drepist þar með,pre-dat,af,,,,,,,,,,
hönd,nvfe,Og með hennar samþykki festir Gunnar Helgu sér til,handa,og hófst þar hin sæmilegasta veisla og var þeirra brúðkaup drukkið á Hörgslandi,pre-gen,til,,,,,,,,,,
maður,nkfe,Það er sögn,manna,að Ingjaldur konungur dræpi tólf konunga og sviki alla í griðum,gen,na,,,,,,,,,,
ferð,nvee,» Ormur svarar um heldur illa og kveðst sjálfráði verið hafa,ferðar,sinnar fyrir hverjum manni og kveðst hyggja að svo skyldi enn vera,gen,ar,,,,,,,,,,
fundur,nkeþg,Helgi Ásbjarnarson reið af,fundinum,og var studdur á baki en Hjarrandi reið einn saman en Kári var á skjöldum borinn heim til Höfða og orpinn haugur eftir hann,pre-dat,af,,,,,,,,,,
land,nhee,skutu þar báti og reru til,lands,,pre-gen,til,,,,,,,,,,
þorkell,nkee-s,» Og nú áttu hlut í vinir,Þorkels,að hann sættist og tók Þorkell það ráð sem honum hæfði,gen,s,+PN,,,,,,,,,
bróðir,nkeþ,Trausti reist af skyrtu sinni og batt upp brúnina á,bróður,sínum,pre-dat,á,,,,,,,,,,
mál,nhee,Nú er þar til,máls,að taka að Kári Sölmundarson og Þórhallur Ásgrímsson riðu einnhvern dag til Mosfells að finna Gissur hvíta,pre-gen,til,,,,,,,,,,
frændi,nkee,Var þar mart,frænda,Þórólfs göfugra,gen,a,,,,,,,,,,
skip,nheþg,Og er Halldór spyr að Barði skal utan lætur hann bera farminn af,skipinu,og flyst upp í Hópið fyrir hús Barða,pre-dat,af,,,,,,,,,,
konungur,nkee,Ólafs,konungs,Gilli lögsögumaður,gen,s,,,,,,,,,,
konungur,nkee,Mátti þá enn sem oftar meira hamingja,konungs,en fjölkynngi Finna,gen,s,,,,,,,,,,
þorbjörn,nkee-s,er átti Þórunni dóttur,Þorbjarnar,úr Arnarholti,gen,ar,+PN,,,,,,,,,
maður,nkfe,og gekk yfir brekkuna með áeggjan sumra sinna,manna,þótt sumir lettu,gen,na,,,,,,,,,,
maður,nkfþ,En þar var sem víða annars staðar að,mönnum,er þess meira kapp á er fleiri koma til leikanna,pre-dat,að,,,,,,,,,,
konungur,nkee,Tjáðu menn þá fyrir jarli hver ófæra honum var í að gera svo mikið hervirki á konungs þegnum og í,konungs,landi,gen,s,,,,,,,,,,
bak,nheþ,» Hann tók sveininn af,baki,og fjötraði hest hans,pre-dat,af,,,,,,,,,,
dóttir,nvee,Þeirra son var Ormur er átti Helgu,dóttur,Árna Grímssonar,gen,ur,,,,,,,,,,
ferð,nveþ,Segir hann og frá,ferð,Hrafns og Sturlu slíkt sem Gunnlaugur sagði og að Gissur hefði fengið njósn svo að þeir mundu eigi þá ná honum þótt áin hefði eigi ofan hlaupið,pre-dat,frá,,,,,,,,,,
sök,nveþ,« Hvað gefur þú mér að,sök,,pre-dat,að,,,,,,,,,,
faðir,nkee,En Gísl fyrrnefndan hafði það til þessa verks rekið að hann átti hefna,föður,síns því að Gjafvaldur hafði vegið Illuga föður hans á Íslandi en Gísl var þann tíma barn að aldri,pre-gen,til,,,,,,,,,,
ferð,nvee,Hún kvaddi til,ferðar,með sér húskarla sína,pre-gen,til,,,,,,,,,,
ráð,nheþ,Og hvort sem um þetta var talað lengur eða skemur þá var það að,ráði,gert að drottning var gift Hjörvarði jarli með ráði konungs sonar hennar,pre-dat,að,,,,,,,,,,
konungur,nkee,Fór hann svo allt austan um Víkina að hann var til,konungs,tekinn í hverju fylki í Noregi,pre-gen,til,,,,,,,,,,
þing,nheþ,Þá er menn komu heim af,þingi,hitti Sturla Böðvar Barkarson og kveðst vilja kaupa land að honum og kveðst þar helst hug til fellt,pre-dat,af,,,,,,,,,,
maður,nkfe,Hann sér skipið Slóðann og í fimm hundruð,manna,,gen,na,,,,,,,,,,
maður,nkfe,Hafði jarl á því ríkra,manna,hátt að Flosi gekk í þá þjónustu sem Helgi Njálsson hafði haft,gen,na,,,,,,,,,,
bróðir,nkee,« Hver skal þá svara víginu Þorbjörns,bróður,míns,gen,ur,,,,,,,,,,
lið,nhee,Síðan fór hann í Suðureyjar og voru þar margir víkingar og herkonungar og réðust til,liðs,með Eiríki,pre-gen,til,,,,,,,,,,
land,nheþ,En þeir frændur skildu eigi sem fyrr voru nefndir og höfðu tjald á,landi,,pre-dat,á,,,,,,,,,,
þing,nhee,Það er sagt að kemur þetta til eyrna Skútu og lét hann sem hann vissi eigi allt þar til er menn búast til,þings,annað sumar eftir,pre-gen,til,,,,,,,,,,
mál,nheþ,» Var góður rómur ger að,máli,konungs og þó mest af kristnum mönnum,pre-dat,að,,,,,,,,,,
frændi,nkee,Það er nú að segja að Háls kemur á fund Áskels,frænda,síns að hann vildi láta biðja konu til handa sér,gen,a,,,,,,,,,,
skip,nhee,Ríður Kjartan til,skips,við þetta föruneyti,pre-gen,til,,,,,,,,,,
hestur,nkfþ,Er þá tekið af,hestum,þeirra og er þeim beini veittur,pre-dat,af,,,,,,,,,,
snorri,nkeþ-s,þá lét Þorlákur biskup bera kviðu af,Snorra,um fjörráð,pre-dat,af,+PN,,,,,,,,,
maður,nkee,Þórarinn segir að hann veit eigi vonir þess,manns,að hann vilji heldur við eiga og bundu sitt vinfengi með særum,gen,s,,,,,,,,,,
maður,nkfe,« Nú þætti mér eg betur hafa ráðið að við hefðum hvergi farið og væri þá óhættara við orðum,manna,,gen,na,,,,,,,,,,
snorri,nkee-s,faðir,Snorra,goða,gen,a,+PN,,,,,,,,,
bær,nkeþ,En er njósn kom í mót þeim var þeim sagt að Sigurður jarl var á Ré á þeim,bæ,er Hrafnsnes heitir með fimm hundruð manna,pre-dat,á,,,,,,,,,,
fótur,nkfþ,Og aðra nótt fyrir dag er Helgi á,fótum,og vekur upp Grím bróður sinn,pre-dat,á,,,,,,,,,,
lið,nhee,Hræðumst vér hann nú alls ekki er hann er einn síns,liðs,,gen,s,,,,,,,,,,
kostur,nkeþ,en að þriðja,kosti,sæta afarkostum eða láta lífið,pre-dat,að,,,,,,,,,,
ferð,nvee,Þá kvaddi Gunnar Kolskegg til,ferðar,með sér og þá Sigfússonu og Lamba Sigurðarson,pre-gen,til,,,,,,,,,,
mál,nhfþ,Kom svo að Hrafn og Ásgrímur buðu dóm Þorgils á,málum,þeirra en vildu halda sætt við Þorgils þá er þeir sættust við hann í Vatnsdal,pre-dat,á,,,,,,,,,,
konungur,nkee,» Nú fer Hreiðar í brott uns hann kemur á Upplönd og tekur Eyvindur við honum eftir orðsending,konungs,,gen,s,,,,,,,,,,
tíðindi,nhfe,Þeir kvöddust og spurðust,tíðinda,,gen,a,,,,,,,,,,
leið,nvee,Már fer nú,leiðar,sinnar til þess er hann kemur til Jörundar í Oddbjarnareyjar og lætur góðvættlega,gen,ar,,,,,,,,,,
maður,nkfe,Guðleifur var vígamaður mikill og,manna,hraustastur og harðger í öllu,gen,na,,,,,,,,,,
maður,nkfe,Í þenna tíma var í Noregi fjöldi lendra,manna,,gen,na,,,,,,,,,,
konungur,nkee,En þó mun hæfa að hafa heilræði Magnúss,konungs,Ólafssonar frænda míns að gefa upp reiðina fyrst í stað því að oft þykir þá annað sannara er hún líður af en áður hefir fram farið,gen,s,,,,,,,,,,
þing,nhee,Þórhallur reið til,þings,hvert sumar,pre-gen,til,,,,,,,,,,
maður,nkfe,Og ertu nú því kjörinn fastlega að guðs kjöri og,manna,,gen,na,,,,,,,,,,
orð,nhfþ,Úlfur jarl var maður skjótorður og óvæginn bæði í,orðum,og í öllum öðrum hlutum og hinn mesti framkvæmdarmaður um ríki sitt og hermaður mikill Danmörk þegar er konunginn líddi,pre-dat,í,,,,,,,,,,
tíðindi,nhfþ,segja þá konungi glögglega allan atburð sinnar þarkomu og frá þeim,tíðindum,er gerðust á Heiðarskógi,pre-dat,frá,,,,,,,,,,
faðir,nkee,Hann fór um sumarið suður til,föður,síns,pre-gen,til,,,,,,,,,,
land,nheþ,Hann bjó á,landi,Skeggja og hafði gerst arfsalsmaður hans,pre-dat,á,,,,,,,,,,
bróðir,nkee,Svo er sagt að Þorgerður móðir Bjarna fer þegar á fund Glúms,bróður,síns og segir honum þessi tíðindi og svo selur hún honum vígsmálið og biður hann taka við eftirmálinu,gen,ur,,,,,,,,,,
konungur,nkee,Og er njósnarmenn komu aftur þá gengu þeir til konungs og sögðu að þeir hefðu séð lið Hákonar,konungs,og alla skipan þeirra,gen,s,,,,,,,,,,
vinur,nkfþ,Hann safnar að sér,vinum,sínum og frændum og kemur snemma til þings,pre-dat,að,,,,,,,,,,
hönd,nveþ,En Finnbjörn svarar því af sinni,hendi,,pre-dat,af,,,,,,,,,,
konungur,nkee,og reru inn til bæjar og síðan gengu þeir á,konungs,fund,gen,s,,,,,,,,,,
leið,nveþ,» En er frá,leið,spurði konungur Sighvat margra tíðinda austan af Gautlandi,pre-dat,frá,,,,,,,,,,
maður,nkfþ,« Ekki skal hann hafa þetta fé því að þetta fé hefir þú tekið með afli og ofríki af,mönnum,í sakeyri,pre-dat,af,,,,,,,,,,
fé,nhee,« og njóta hér,fjár,og farsælu,gen,r,,,,,,,,,,
hönd,nveþ,Þeir voru staddir á þingi því og héldu svörum upp af,hendi,þeirra Dæla og báru þá undan sökum,pre-dat,af,,,,,,,,,,
þorbjörn,nkee-s,en af,Þorbjarnar,hendi var Sölvi hinn prúði,gen,ar,+PN,,,,,,,,,
maður,nkfe,Meiddi hann fé,manna,en gekk eigi undan grjóti,gen,na,,,,,,,,,,
land,nheþ,Leifur kveðst eigi kunna að gera hertekna svo stórættaða konu í ókunnu,landi,« en vér liðfáir,pre-dat,í,,,,,,,,,,
bak,nheþ,» Litlu síðar brá svo miklum sorta fyrir augu þeim að þeir sáu ekki og féllu þeir þá af,baki,og týndu hestunum og gengu í fen ofan sjálfir en sumir í skóginn svo að þeim hélt við meiðingar,pre-dat,af,,,,,,,,,,
bær,nkeeg,Veðrátta batnar og komu menn fjölmennt þá til,bæjarins,að orðsending Ólafs konungs,pre-gen,til,,,,,,,,,,
maður,nkfe,Börkur og Eyjólfur komu um kveldið með sex tigu,manna,og er þar á búi hundrað manna en að Gísla er hálft hundrað manna,gen,na,,,,,,,,,,
konungur,nkee,Þá gekk Gestur svo fast að að Raknar féll á bak aftur með tilstilli Ólafs,konungs,,gen,s,,,,,,,,,,
maður,nkee,Er það og satt að segja að má yður það er yfir margan gengur því að Arnkell situr nú yfir hvers,manns,hlut hér í héraði og mun það svo vera meðan hann lifir hvort sem það er lengur eða skemur,gen,s,,,,,,,,,,
land,nheþ,Var allt kyrrt í,landi,,pre-dat,í,,,,,,,,,,
ferð,nvfþ,Hann var frændi Gissurar og verið í,ferðum,með honum,pre-dat,í,,,,,,,,,,
hestur,nkfeg,Hljóp Þórður í skóg en Svarthöfði til,hestanna,,pre-gen,til,,,,,,,,,,
konungur,nkfe,Tókst þar þá með tengdum,konunga,kærleikur og með öllum þeim Eiríki jarli Hákonarsyni,gen,a,,,,,,,,,,
land,nhfe,og svo þau skipti er verið höfðu landa í milli í manndrápum og ránum þeim er verið höfðu milli,landa,,gen,a,,,,,,,,,,
maður,nkfe,Síðan gerðist orusta mikil og sóttu að fjórir tigir,manna,og var allmikill liðsmunur,gen,na,,,,,,,,,,
bær,nkeþg,Voru þeir mjög ginntir heiman af,bænum,og sviknir í griðum,pre-dat,af,,,,,,,,,,
maður,nkfþ,Og þykir honum nú vel hafa gengið ef Háls mætti nú fá rétting síns máls og safnar nú að sér,mönnum,þar til er þeir verða saman sex tigir og fara þá þegar til Eysteins og hugðust að koma þar á óvart,pre-dat,að,,,,,,,,,,
bær,nkeþg,» Og er þeir komu nokkuð svo í brott frá,bænum,sjá þeir að sporin dreifðust,pre-dat,frá,,,,,,,,,,
fé,nhee,herjuðu þar og fengu of,fjár,,gen,r,,,,,,,,,,
konungur,nkee,það sem margtítt er að þeir skyldu til hins helga Ólafs,konungs,til vöku,pre-gen,til,,,,,,,,,,
hönd,nvfe,Þá bað Mörður til,handa,Eilífi Þorkötlu Ketilbjarnardóttur,pre-gen,til,,,,,,,,,,
bær,nkeþ,Þá segir Þorkell að hann á fé að heimta á þeim,bæ,er á Hólum heitir fram fyrir á leiðina « og vil eg ríða fyrir,pre-dat,á,,,,,,,,,,
sumar,nheþ,Á Hálogalandi var svo mikill sultur og seyra að þar óx nálega ekki korn en snjár lá þá á öllu landi að miðju,sumri,og bú allt inn bundið,pre-dat,að,,,,,,,,,,
maður,nkfe,» Þar var Kári nokkura stund á laun og var það á fárra,manna,viti,gen,na,,,,,,,,,,
ferð,nvee,Að sumri bjuggust þeir til,ferðar,og er þeir komu til skips sagði Þorsteinn Þórólfi fyrirætlan sína,pre-gen,til,,,,,,,,,,
konungur,nkee,bróðir Magnúss,konungs,sammæðri,gen,s,,,,,,,,,,
land,nheeg,Þeir hljópu í skútuna og reru fram í milli,landsins,og snekkju þeirrar er næst fór landinu en það var skip Eiríks konungs,gen,DEF-ins,,,,,,,,,,
ráð,nhee,« Þú skalt fara á hans fund og mæla þessum orðum að þú þykist þurfandi að hann gerist forsjámaður,ráðs,þíns og seg að þitt vandræði er mikið er þú hefir beðið af vígaferlinu,gen,s,,,,,,,,,,
bróðir,nkee,Nú er Hrafn spurði þetta sendir hann menn suður um land til Halls lögmanns mágs síns og Þorvalds Gissurarsonar,bróður,Halls og hafði ráð við þá hversu hann skyldi þetta mál leiðrétta við Þorvald,pre-gen,til,,,,,,,,,,
konungur,nkee,Þeir hræddust að óvinir,konungs,mundu leita líksins þar er var ef þeir sæju þessi merki,gen,s,,,,,,,,,,
bróðir,nkfþ,En frá,bræðrum,Þorleifs er það að segja að næsta sumar eftir andlát hans fóru þeir utan,pre-dat,frá,,,,,,,,,,
tíðindi,nhfþ,Kveðjast þeir og spurðust að,tíðindum,,pre-dat,að,,,,,,,,,,
höfuð,nheþ,Hann hafði hjálm á,höfði,og skjöld fyrir sér,pre-dat,á,,,,,,,,,,
maður,nkeþ,En þeir unnu á þeim,manni,er Valbjörn hét,pre-dat,á,,,,,,,,,,
hús,nhfþg,Þorkell prestur Bergþórsson er naddur var kallaður varðist alldrengilega og féll þar á,húsunum,,pre-dat,á,,,,,,,,,,
ráð,nheþ,Eru að þessu,ráði,Eynir og Sparbyggvar,pre-dat,að,,,,,,,,,,
faðir,nkeþ,» En þegar Hlégunnur jarlsdóttir verður þessa áheyrsla af,föður,sínum að hann vildi hana láta í burt fara af sinni hirð þá svarar hún því máli svo að hún kvað sig þar ekki dvelja og beiddi hún þá föður sinn að hann skyldi fá henni langskip þrjú alskipuð bæði að mönnum og herklæðum og búa að öllu sem best með góðum liðskosti svo að henni þætti vel skipuð,pre-dat,af,,,,,,,,,,
