LEMMA,TAG,SENTENCE,,
maður,nkfo,Heimti hann þá saman alla hina bestu,menn,og leitaði ráðs við þá hvert á skyldi snúa
maður,nkfþ,Þessi misseri var Ingimundur prestur í Björgvin og reyndist vitrum,mönnum,og göfgum þess að merkilegri hans atferð er hann var kunnari og fékk hann virðing mikla af Jóni kuflungi og hans mönnum
maður,nkfn,Sturla reið til þeirra dyra er til laugar voru og settu þeir þar stiga við og gengu þar upp fylgdarmenn hans og komu þeir jafnsnemma að uppgöngunni í virkið Ingjaldur Geirmundarson og Klængs,menn,þeir er út ætluðu
maður,nkfn,Hann gerði,menn,heim til kirkjugarðsins og sagði svo að þeir menn allir skyldu grið hafa er þangað vildu ganga í flokk hans hvort er þeir vildu til þess taka fyrr eða síðar
maður,nkfn,Það heyrðu,menn,Sighvats og hljópu til naustsins níu saman og sóttu hann
maður,nken,Ásbjörn sneri þá til stofunnar en er hann kom í forstofuna þá gekk annar,maður,út en annar inn og gaf engi maður að honum gaum
maður,nkeo,En er vor kom bjóst Hróar við tólfta,mann,til haugs Sóta
maður,nkfþ,Tóku þeir þá það ráðs að þeir skyldu ríða norður á sveitir að nokkrum þeim,mönnum,er í sökum væru við Sturlunga
maður,nkeo,» Skíði heyrði ópið og stökk upp og út í garðinn við hinn þriðja,mann,og átti hann þó eigi kost að fara til bardagans
maður,nkfþ,Fallinn var þá á Bækisúðinni Nikulás sonur Símonar skálps og var hans dráp kennt þeim sjálfum Erlings,mönnum,
maður,nkfn,Og var þá bardagi hinn ákafasti og komu Kolbeins,menn,stafnljám á skip Teits og drógu fram á millum sinna skipa
maður,nkfn,Síðan gengu,menn,í braut og þótti öllum horfa til hinna mestu óefna
maður,nken,Þá mælti hinn mikli,maður,til þeirra Guðleifs
maður,nken-s,«,Maður,rennur þar út frá bænum á Uppsölum og mun sá sendur til Hofstaða til Halls
maður,nken,Hann var vitur,maður,og stundar heilráður
maður,nkeo,Eftir andlát Sigmundar fór Einar til Laugarbrekku með sjöunda,mann,og stefndi Hildigunni um fjölkynngi
maður,nkfo,« Segðu svo Þorbirni sem eg mæli að eg hygg að hross hans muni eigi langt gengin úr högum þeirra en vant er á,menn,að kveða og er betra að missa síns en stór vandræði hljótist af
maður,nkfog,» Þá gekk Sighvatur til kirkju og vakti klokkarann og bað hann hringja fyrir sál hirðmanna konungs og nefndi,mennina,
maður,nken,,Maður,mælti til hans sá er gekk úr kvínni
maður,nkfn,lög í Garðaríki að þar skyldu ekki vera konungbornir,menn,nema að konungs ráði
maður,nkfn,ganga heim eftir það og taka Hrafnkel ofan og hans,menn,og settu þá niður í túninu og var þá sigið blóð fyrir augu þeim
maður,nkfo,biður hann til fara með sína,menn,og ná honum
maður,nkeo,Þeir sendu,mann,ofan til Norðurár að vita hvort áin væri reið
maður,nkfo,Fær hann nú,menn,til að bera fram sín erindi sem skammt er á að minnast að fjandinn mælti fyrir munn þessum er nú talaði
maður,nken,Ásgeir faðir hennar er göfugur,maður,og stórættaður
maður,nkfo,Björn skyldi og senda,menn,út að vitja þessa ráðs ef hann mætti eigi sjálfur til koma
maður,nkfo,« því að landsmegin hans er oss fjarri og er sá til fyrst að gera,menn,til Svíakonungs og freista að vér komumst í sætt við hann
maður,nkfn,Og er þau eru mjög komin inn að landi þá er Börkur og hans,menn,kominn í skotfæri við þau
maður,nkfo,En er hann grunaði að þeir héldu fleirum klæðum hans þá greip hann sinni hendi hvorn þeirra og steyptist utanborðs með alla þá en skútan renndi fram á langt og varð þeim seint að víkja og löng dvöl áður en þeir fengju sína,menn,tekið
maður,nkfþ,Konungur bað Þórólf og þá bræður að þeir skyldu láta prímsignast því að það var þá mikill siður bæði með kaupmönnum og þeim,mönnum,er á mála gengu með kristnum mönnum
maður,nkfn,Þeir riðu nú þangað til og sáu að,menn,sofa í dæl nokkurri og stóðu spjót þeirra ofan frá þeim
maður,nkfo,En öskuna skyldi bera út á sjá eða grafa niður í jörð en eftir göfga menn skyldi haug gera til minningar en eftir alla þá,menn,er nokkuð mannsmót var að skyldi reisa bautasteina og hélst sjá siður lengi síðan
maður,nkfn,« Vel samir nú að tala um launin skipsins við Karl hinn rauða því nú eru margir góðir,menn,við
maður,nkeo,Hann reið frá skipi við hinn átjánda,mann,upp eftir Öxnadal og svo fram á heiði til Lurkasteins
maður,nkeog,» Síðan fór Þorkell Geitisson á fund Guðmundar hins ríka og bauð fé fyrir,manninn,
maður,nkfo,Nú er að segja af sonum Gils og þeim frændum að þeir una illa við ... miklu látið hafa og ... og koma til Hermundar á Gilsbakka löngum því að traust allt áttu þeir undir Illuga ... einn til ... ... Barða norðan til Hávafells ... vald að ... ... ... sér ... ... ... orð ... ... og ... skil ... ... ... vera ... ... ... ... má við einn eld ... ... hann ... ... um nótt að finna,menn,og segir að hann vill ganga til Lögbergs miðvikudag í mitt þing og vill þá láta fjölmenna sig
maður,nkfn,Menn fögnuðu vel Þóroddi því að þetta þótti góður fyrirburður því að þá höfðu,menn,það fyrir satt að þá væri mönnum vel fagnað að Ránar ef sædauðir menn vitjuðu erfis síns
maður,nkfþ,« Vilt þú nokkuð taka sættum við sonu mína eða leyfa nokkurum,mönnum,útgöngu
maður,nkfþ,Bar það mest til að liðsmunur var mikill og menn Hákonar hlífðu sér lítt en engi þurfti griðin að nefna af Hákonar,mönnum,nema þeir einir er ríkismenn tóku á vald sitt og festu fé fyrir
maður,nkfo,Þórður reið heiman það sama kveld og ætlaði til Ísafjarðar og draga saman,menn,og skip
maður,nkfn,Og er,menn,bjuggust til matar þá var bónda sagt að menn margir riðu að bænum og væri borið merki fyrir einum manni
maður,nken,fyrst til Noregs og þaðan til Grænlands og þótti hann mikill,maður,fyrir sér hvar er hann kom
maður,nkfþ,Þeir komu nokkurir í Ás í Hegranes og höfðu þar sanna frétt að Oddur var í Geldingaholti og á öðru hundraði manna með honum en þá voru margar sveitir af,mönnum,hans hér og hvar um héraðið
maður,nkfn,Og er það mál manna að eigi hafi verri ferð farin verið í annars konungs veldi með miklu liði og líkaði Eiríki konungi illa við Magnús og hans,menn,og þótti þeir hafa mjög spottað sig er hann hafði komið í þessa ferð
maður,nkfþ,Lét jarl búast við veislu fjölmennri og bauð þangað frændum sínum og vinum og öllum hinum bestu,mönnum,í hans ríki
maður,nkfþ,að Glúmur bauð,mönnum,til sín og sendi menn upp til Öxnadalsheiðar að bjóða þeim bræðrum heim og lést vilja að nú sættust þeir heilum sáttum « því að eg em nú fyrir elli sökum til engis fær og mun eg þeim eigi til matar eins bjóða
morgunn,nkeo,Hinn þriðja,morgun,fór Ásmundur til hrossanna og að Kengálu og mælti
morgunn,nkeog,Skúma hinn litli lagðist í húðfat biskups og sögðu varðmenn að kampi svæfi lengi um,morguninn,
morgunn,nkeog,Eftir um,morguninn,gekk Búi til leiks í Kollafjörð
morgunn,nkeog,Að kveldi höfðu þeir brotið glugg á hauginn með atgangi prests en um,morguninn,var hann gróinn sem áður
morgunn,nkeog,Hallfreður reið heim um,morguninn,til Hreðuvatns í Norðurárdal
morgunn,nkeo,Annan,morgun,viku kom til þeirra Þorgils Þorsteinn prestur tittlingur
morgunn,nkeo,« Nú skaltu ríða heim í Ásbjarnarnes en eg mun á,morgun,ríða til fundar við þig og með mér Þorbergur son minn
morgunn,nkeog,Þorsteinn svörfuður var færður í rekkju sína af vanmætti og lá hann þá nótt alla og um,morguninn,eftir og veitti Karli syni sínum mörg heilræði og bað hann bregða búi á Grund og fara til Upsa
morgunn,nkeþ,« Rétt er það mælt að margur hefir dauða tekið fyrir minni tilgerðir en Hrærekur en trauður em eg að týna þeim sigri er eg fékk á Upplendingakonungum er eg tók þá fimm á einum,morgni,og náði eg svo öllu ríki þeirra að eg þurfti einskis þeirra banamaður verða því að þeir voru allir frændur mínir
morgunn,nkeo,Hvern,morgun,svaf hann til dagmála og annaðist ekki um bú
morgunn,nkeo,Og einn,morgun,rís Gísli upp og gengur til smiðju
morgunn,nkeo,« Það vildi eg að við færum til Hofs á,morgun,og hittum Bjarna og þykir mér þvílík boð allsæmileg af þvílíkum manni sem hann er
morgunn,nkeog,En um,morguninn,riðu þeir út í Holt og er sén ferð þeirra úr Holti
morgunn,nkeo,Það var einn,morgun,snemma að Grettir kom til hrossahúss
mál,nheo,Hann var vitur maður og var þá gamall og mjög tekinn til að gera um,mál,manna
mál,nheo,Þorsteinn hafði búið,mál,mörg til Þórsnessþings
mál,nheo,Nokkuru síðar fór Þorbergur til fundar við Finn bróður sinn og bar þetta,mál,fyrir hann og bað hann til farar með sér
mál,nheo,En þessi mál lukust svo að um haustið Máritíusmessu sættust þeir Sigurður við biskup og lögðu sitt,mál,allt á biskups dóm
mál,nhfo,Og þótti þeim það þó miklu verra er Skúta skal njóta mega fjárins en kunna þó eigi tilkall að veita og þóttust þá verða berir í svikum við hann ef þeir kölluðu til fjárins og varð nú af því þar niður að falla þessi,mál,sem þá var komið
mál,nheo,« Svo megið þér ætla að allir skuluð þér sverja mér eiða að hvorki sparið þér yður né fé yðvart til þess sem eg vil fram fara um þetta,mál,
mál,nheþ,Og svo kemur því,máli,að hún lagði undir sig allt það ríki er átt hafði faðir hennar
mál,nhfþ,Þóttist eg meira verður og þeir allir en einn lítilsháttar maður þó að eg vildi fyrir metnaðar sakir hafa sæmd af,málum,við yður
mál,nheo,En nokkuru síðar fór Þórir að finna Einar og sagði honum hvar komið var um,mál,þeirra Guðmundar og bað Þórir Einar ásjá og liðveislu
mál,nheog,Þykist Böðvar sér nú eigi einhlítur um vörn málsins og sækir að Atla Hallsteinsson því að hann var honum nær en Hrafn og tjáir honum,málið,
mál,nhen,Á þingi voru knjáð,mál,þeirra og voru í fyrstu öll vitni borin í hag Hrafni en Þorvalds menn báru með honum allir nema einn maður
mál,nheo,Þóroddur sótti Snorra goða að eftirmáli um víg Þórissona og lét Snorri búa,mál,til Þórsnessþings en synir Þorláks á Eyri veittu Breiðvíkingum að málum þessum
mál,nhfng,Og er,málin,komu í dóm gengu menn að og voru málin í gerð lagin með umgangi og sættarboðum góðgjarnra manna og kom svo að Snorri goði gekk til handlaga fyrir víg Vigfúss og voru þá gervar miklar fésektir
mál,nhfþ,Biskupar fóru í meðal og Brandur ábóti og kom þá svo að Órækja játaði gerðum Sigvarðar biskups og Kolbeins unga á öllum,málum,og skildi Órækja undan goðorð og staðfestur
mál,nhfþ,Þorgeir mælti til Guðmundar að illt hlyti af,málum,þessum « og mun eg við skiljast
mál,nheo,Konungur lét illa yfir þeirra ferð en bauð Gunnsteini með sér að vera og segir það að hann skyldi leiðrétta,mál,Gunnsteins þá er hann mætti við komast
mál,nheþ,« Eigi ann eg þess Akraskegg að fara sektalausum af þessu,máli,
mál,nheþ,Þess er getið að Bárður kom einn dag að,máli,við Sigmund félaga sinn og mælti svo
mál,nheþ,Egill hóf svo mál sitt að hann krafði dómendur að dæma sér lög af,máli,þeirra Önundar
mál,nhen,Og var Erlingur hið mesta harmaður og hefir það verið,mál,manna að Erlingur Skjálgsson hafi verið maður göfgastur og ríkastur í Noregi
mál,nheþ,Svo fer Auðgísl með sínu,máli,sem áður var frá sagt og kemur á fund Skútu og beiddi hann viðtöku og ásjá
mál,nheo,Megið þið til þess ætla að honum mun skapraun í reiðum yðrum meðan svo búið standa,mál,yður
mál,nheo,» En þegar er Mörður talaði við Ketil þá fór honum sem öðrum að svo þótti sem Mörður mundi honum vera trúr og varð það ráð þeirra að Mörður skyldi lýsa víginu og búa,mál,að öllu til þings
mál,nhen,Þeir menn er voru vinir Sighvats ræddu það fyrir Órækju að hann skyldi ríða norður á vald Sighvats og sögðu að þá mundu hans,mál,best til vegar ganga
mál,nheog,Bjó hann,málið,til á hendur þeim Grími og Atla en þeir bjuggu til varna um aðfarir og frumhlaup til óhelgi þeim bræðrum
mál,nheo,» Ingigerði konungsdóttur fékk þetta,mál,áhyggju mikillar
mál,nheog,að þú leggir eigi fyrr dóm á,málið,en við eru vinir allra vor
mál,nheþ,Og er þeir hittu menn að,máli,spurðu þeir þau tíðindi er Agli þóttu háskasamleg að Eiríkur konungur blóðex var þar fyrir og Gunnhildur og þau höfðu þar ríki til forráða og hann var skammt þaðan uppi í borginni Jórvík
mál,nhfo,Og næsta sumar kvað Einar það upp fyrir vinum sínum að hann mundi málum fram halda á hendur Sturlu um þenna óhæfuhlut og svo gerði hann og fjölmennti mjög og sótti þau,mál,í dóm að hann hefði ráðið þau ráð Þorvarði að hann skyldi segja að Þorsteinn væri faðir Sigríðar þar sem Þorvarður var Þorgeirsson og gert í því mannvillu og kristnispell og lét varða fjörbaugsgarð
mál,nheþg,Þeir frændur Atla sóttu Skafta að,málinu,en hann kvaðst sjá lögvörn í því svo að þar mundu fullar fébætur fyrir koma
mál,nheo,« Eg býð allt mitt,mál,á konungs dóm
mál,nheo,« Dýrt mun mér verða drottins orð um þetta,mál,
mál,nhen,Sturla hafði fram málið og raufst dómurinn en,mál,Jóns var tekið úr dómi því að Sturla vildi hann eigi sækja
mál,nheo,Og lagðist þungur orðrómur á um,mál,Oddaverja um fjárupptökur þær sem verið höfðu á Eyrum
mál,nheo,Kvaðst Þorsteinn spurt hafa að Þórhaddur hefði vel fylgt fyrir utan,mál,Hauks
mál,nheog,Karl elur á,málið,að Gunnar mundi til hans fara « og mun fara að auðnu um sætt með okkur Ljótólfi
mál,nheo,og sögðust hvorir úr lögum annarra og varð þá svo mikið óhljóð að Lögbergi að engi nam annars,mál,
mál,nheo,« Þér hafið í sumar vakið við mig það,mál,að þér vilduð búast til Íslandsferðar en eg hefi eigi veitt úrslit hingað til um það mál
mál,nhfn,Nú með því að eg hefi hér nokkuð um talað áður það er til vægðar mætti komast þitt mál þá læt eg nú þó standa svo eftir því sem áður var gert og talað en hins væruð þið verðir Þórarinn og Dýri að ykkur,mál,væru mjög spjölluð fyrir ykkra undirhyggju
mál,nhen,Segir Hallvarður þá að flokkar voru saman dregnir fyrir vestan heiðar og höfðu allir heitið að ganga undir skatt og konungs,mál,og ætluðu að ríða til þings og flytja þar konungs mál ef eigi gengi ella við
mál,nheog,Á þingi er mál búið til sóknar á hendur Böðvari og kom,málið,í dóm
mál,nheþ,Þeir Grímur hittu menn að,máli,úti í garðinum og spurðu hvað þar var tíðinda
mál,nheþ,» Þá svarar Guðrún,máli,hans og mælti
mál,nhen,hóf þar fyrst,mál,sitt er hann hafði farið áður um veturinn austur til friðgerðar og segir hversu Rögnvaldur jarl hafði honum vel fagnað
mál,nhen,» Þá hitti Barði Þorgísl systrung Odds og talar hið sama,mál,
mál,nheo,« Þá vil eg bíða láta mín um þetta,mál,þrjá vetur
mál,nheo,Þú hefir flutt,mál,Egils með ákafa miklum er þú býður að etja vandræðum við mig
